"country_year","adm_0_name","Year","data_source","T_res","n_record","prop","cat_model","region","ees","ISO_A0","annual_total"
"TOGO_2019","TOGO",2019,"ees","Year",1,1,"No_modelling_required","AFRO",TRUE,"TGO",0
"TOGO_2020","TOGO",2020,"ees","Year",1,1,"No_modelling_required","AFRO",TRUE,"TGO",0
"TOGO_2021","TOGO",2021,"ees","Year",1,1,"No_modelling_required","AFRO",TRUE,"TGO",0
"TOGO_2022","TOGO",2022,"ees","Year",1,1,"No_modelling_required","AFRO",TRUE,"TGO",0
"TOGO_2023","TOGO",2023,"OD","Month",4,0.333333333333333,"Sub_annual_imputation","AFRO",FALSE,"TGO",55
"TOGO_2024","TOGO",2024,"OD","Month",12,1,"No_modelling_required","AFRO",FALSE,"TGO",0
"TOKELAU_1990","TOKELAU",1990,"ad_hoc_data","Month",12,1,"No_modelling_required","WPRO",FALSE,"TKL",43
"TOKELAU_1991","TOKELAU",1991,"ad_hoc_data","Month",12,1,"No_modelling_required","WPRO",FALSE,"TKL",3
"TOKELAU_1992","TOKELAU",1992,"ad_hoc_data","Month",12,1,"No_modelling_required","WPRO",FALSE,"TKL",0
"TOKELAU_1993","TOKELAU",1993,"ad_hoc_data","Month",12,1,"No_modelling_required","WPRO",FALSE,"TKL",0
"TOKELAU_1994","TOKELAU",1994,"ad_hoc_data","Month",5,0.416666666666667,"Sub_annual_imputation","WPRO",FALSE,"TKL",0
"TOKELAU_1995","TOKELAU",1995,"OD","Year",1,1,"No_modelling_required","WPRO",FALSE,"TKL",0
"TOKELAU_1996","TOKELAU",1996,"ad_hoc_data","Month",9,0.75,"Sub_annual_imputation","WPRO",FALSE,"TKL",6
"TOKELAU_1997","TOKELAU",1997,"OD","Year",1,1,"No_modelling_required","WPRO",FALSE,"TKL",0
"TOKELAU_1998","TOKELAU",1998,"OD","Year",1,1,"No_modelling_required","WPRO",FALSE,"TKL",0
"TOKELAU_1999","TOKELAU",1999,"OD","Year",1,1,"No_modelling_required","WPRO",FALSE,"TKL",0
"TOKELAU_2000","TOKELAU",2000,"OD","Year",1,1,"No_modelling_required","WPRO",FALSE,"TKL",0
"TOKELAU_2001","TOKELAU",2001,"OD","Year",1,1,"Annual_disaggregation","WPRO",FALSE,"TKL",4
"TOKELAU_2002","TOKELAU",2002,"OD","Year",1,1,"No_modelling_required","WPRO",FALSE,"TKL",0
"TOKELAU_2003","TOKELAU",2003,"OD","Year",1,1,"No_modelling_required","WPRO",FALSE,"TKL",0
"TOKELAU_2004","TOKELAU",2004,"OD","Year",1,1,"No_modelling_required","WPRO",FALSE,"TKL",0
"TOKELAU_2005","TOKELAU",2005,"OD","Year",1,1,"No_modelling_required","WPRO",FALSE,"TKL",0
"TOKELAU_2006","TOKELAU",2006,"OD","Year",1,1,"No_modelling_required","WPRO",FALSE,"TKL",0
"TOKELAU_2007","TOKELAU",2007,"OD","Year",1,1,"No_modelling_required","WPRO",FALSE,"TKL",0
"TOKELAU_2008","TOKELAU",2008,"OD","Year",1,1,"No_modelling_required","WPRO",FALSE,"TKL",0
"TOKELAU_2009","TOKELAU",2009,"OD","Year",1,1,"No_modelling_required","WPRO",FALSE,"TKL",0
"TOKELAU_2010","TOKELAU",2010,"OD","Year",1,1,"No_modelling_required","WPRO",FALSE,"TKL",0
"TOKELAU_2011","TOKELAU",2011,"OD","Year",1,1,"No_modelling_required","WPRO",FALSE,"TKL",0
"TOKELAU_2012","TOKELAU",2012,"OD","Year",1,1,"No_modelling_required","WPRO",FALSE,"TKL",0
"TOKELAU_2013","TOKELAU",2013,"ees","Year",1,1,"No_modelling_required","WPRO",TRUE,"TKL",0
"TOKELAU_2014","TOKELAU",2014,"ees","Year",1,1,"No_modelling_required","WPRO",TRUE,"TKL",0
"TOKELAU_2015","TOKELAU",2015,"ees","Year",1,1,"No_modelling_required","WPRO",TRUE,"TKL",0
"TOKELAU_2016","TOKELAU",2016,"ees","Year",1,1,"No_modelling_required","WPRO",TRUE,"TKL",0
"TOKELAU_2017","TOKELAU",2017,"OD","Week",26,0.5,"Sub_annual_imputation","WPRO",FALSE,"TKL",5
"TOKELAU_2018","TOKELAU",2018,"OD","Week",37,0.711538461538462,"Sub_annual_imputation","WPRO",FALSE,"TKL",0
"TOKELAU_2019","TOKELAU",2019,"OD","Week",26,0.5,"Sub_annual_imputation","WPRO",FALSE,"TKL",0
"TOKELAU_2020","TOKELAU",2020,"OD","Week",14,0.264150943396226,"Sub_annual_imputation","WPRO",FALSE,"TKL",0
"TOKELAU_2021","TOKELAU",2021,"OD","Week",4,0.0769230769230769,"Sub_annual_imputation","WPRO",FALSE,"TKL",0
"TOKELAU_2022","TOKELAU",2022,"OD","Week",18,0.346153846153846,"Sub_annual_imputation","WPRO",FALSE,"TKL",3
"TOKELAU_2023","TOKELAU",2023,"OD","Week",7,0.134615384615385,"Sub_annual_imputation","WPRO",FALSE,"TKL",0
"TOKELAU_2024","TOKELAU",2024,"OD","Month",8,0.666666666666667,"Sub_annual_imputation","WPRO",FALSE,"TKL",4
"TONGA_1990","TONGA",1990,"ad_hoc_data","Month",12,1,"No_modelling_required","WPRO",FALSE,"TON",896
"TONGA_1991","TONGA",1991,"ad_hoc_data","Month",12,1,"No_modelling_required","WPRO",FALSE,"TON",122
"TONGA_1992","TONGA",1992,"ad_hoc_data","Month",12,1,"No_modelling_required","WPRO",FALSE,"TON",35
"TONGA_1993","TONGA",1993,"ad_hoc_data","Month",12,1,"No_modelling_required","WPRO",FALSE,"TON",9
"TONGA_1994","TONGA",1994,"OD","Year",1,1,"Annual_disaggregation","WPRO",FALSE,"TON",1
"TONGA_1995","TONGA",1995,"OD","Year",1,1,"No_modelling_required","WPRO",FALSE,"TON",0
"TONGA_1996","TONGA",1996,"ad_hoc_data","Month",12,1,"No_modelling_required","WPRO",FALSE,"TON",3
"TONGA_1997","TONGA",1997,"OD","Year",1,1,"No_modelling_required","WPRO",FALSE,"TON",0
"TONGA_1998","TONGA",1998,"OD","Year",1,1,"Annual_disaggregation","WPRO",FALSE,"TON",460
"TONGA_1999","TONGA",1999,"OD","Year",1,1,"No_modelling_required","WPRO",FALSE,"TON",0
"TONGA_2000","TONGA",2000,"OD","Year",1,1,"No_modelling_required","WPRO",FALSE,"TON",0
"TONGA_2001","TONGA",2001,"OD","Year",1,1,"No_modelling_required","WPRO",FALSE,"TON",0
"TONGA_2002","TONGA",2002,"OD","Year",1,1,"No_modelling_required","WPRO",FALSE,"TON",0
"TONGA_2003","TONGA",2003,"OD","Year",1,1,"Annual_disaggregation","WPRO",FALSE,"TON",80
"TONGA_2004","TONGA",2004,"OD","Year",1,1,"Annual_disaggregation","WPRO",FALSE,"TON",3
"TONGA_2005","TONGA",2005,"OD","Year",1,1,"No_modelling_required","WPRO",FALSE,"TON",0
"TONGA_2006","TONGA",2006,"OD","Year",1,1,"No_modelling_required","WPRO",FALSE,"TON",0
"TONGA_2007","TONGA",2007,"OD","Year",1,1,"Annual_disaggregation","WPRO",FALSE,"TON",62
"TONGA_2008","TONGA",2008,"OD","Year",1,1,"Annual_disaggregation","WPRO",FALSE,"TON",195
"TONGA_2009","TONGA",2009,"OD","Year",1,1,"Annual_disaggregation","WPRO",FALSE,"TON",273
"TONGA_2010","TONGA",2010,"OD","Year",1,1,"Annual_disaggregation","WPRO",FALSE,"TON",30
"TONGA_2011","TONGA",2011,"OD","Year",1,1,"No_modelling_required","WPRO",FALSE,"TON",0
"TONGA_2012","TONGA",2012,"OD","Year",1,1,"No_modelling_required","WPRO",FALSE,"TON",0
"TONGA_2013","TONGA",2013,"ees","Year",1,1,"No_modelling_required","WPRO",TRUE,"TON",0
"TONGA_2014","TONGA",2014,"OD","Year",1,1,"Annual_disaggregation","WPRO",FALSE,"TON",51
"TONGA_2015","TONGA",2015,"OD","Year",1,1,"Annual_disaggregation","WPRO",FALSE,"TON",1559
"TONGA_2016","TONGA",2016,"ees","Year",1,1,"No_modelling_required","WPRO",TRUE,"TON",0
"TONGA_2017","TONGA",2017,"OD","Year",1,1,"Annual_disaggregation","WPRO",FALSE,"TON",100
"TONGA_2018","TONGA",2018,"OD","Week",41,0.788461538461538,"Sub_annual_imputation","WPRO",FALSE,"TON",381
"TONGA_2019","TONGA",2019,"OD","Week",40,0.769230769230769,"Sub_annual_imputation","WPRO",FALSE,"TON",4
"TONGA_2020","TONGA",2020,"OD","Week",22,0.415094339622642,"Sub_annual_imputation","WPRO",FALSE,"TON",1
"TONGA_2021","TONGA",2021,"OD","Week",10,0.192307692307692,"Sub_annual_imputation","WPRO",FALSE,"TON",0
"TONGA_2022","TONGA",2022,"OD","Week",22,0.423076923076923,"Sub_annual_imputation","WPRO",FALSE,"TON",1230
"TONGA_2023","TONGA",2023,"OD","Week",20,0.384615384615385,"Sub_annual_imputation","WPRO",FALSE,"TON",2
"TONGA_2024","TONGA",2024,"OD","Month",8,0.666666666666667,"Sub_annual_imputation","WPRO",FALSE,"TON",14
"TRINIDAD AND TOBAGO_1990","TRINIDAD AND TOBAGO",1990,"OD","Year",1,1,"Annual_disaggregation","PAHO",FALSE,"TTO",526
"TRINIDAD AND TOBAGO_1991","TRINIDAD AND TOBAGO",1991,"OD","Year",1,1,"Annual_disaggregation","PAHO",FALSE,"TTO",36
"TRINIDAD AND TOBAGO_1992","TRINIDAD AND TOBAGO",1992,"OD","Year",1,1,"Annual_disaggregation","PAHO",FALSE,"TTO",116
"TRINIDAD AND TOBAGO_1993","TRINIDAD AND TOBAGO",1993,"OD","Year",1,1,"Annual_disaggregation","PAHO",FALSE,"TTO",38
"TRINIDAD AND TOBAGO_1994","TRINIDAD AND TOBAGO",1994,"OD","Year",1,1,"No_modelling_required","PAHO",FALSE,"TTO",0
"TRINIDAD AND TOBAGO_1995","TRINIDAD AND TOBAGO",1995,"OD","Year",1,1,"Annual_disaggregation","PAHO",FALSE,"TTO",4295
"TRINIDAD AND TOBAGO_1996","TRINIDAD AND TOBAGO",1996,"OD","Year",1,1,"Annual_disaggregation","PAHO",FALSE,"TTO",3983
"TRINIDAD AND TOBAGO_1997","TRINIDAD AND TOBAGO",1997,"OD","Year",1,1,"Annual_disaggregation","PAHO",FALSE,"TTO",745
"TRINIDAD AND TOBAGO_1998","TRINIDAD AND TOBAGO",1998,"OD","Year",1,1,"Annual_disaggregation","PAHO",FALSE,"TTO",2984
"TRINIDAD AND TOBAGO_1999","TRINIDAD AND TOBAGO",1999,"OD","Year",1,1,"Annual_disaggregation","PAHO",FALSE,"TTO",1200
"TRINIDAD AND TOBAGO_2000","TRINIDAD AND TOBAGO",2000,"OD","Year",1,1,"Annual_disaggregation","PAHO",FALSE,"TTO",2017
"TRINIDAD AND TOBAGO_2001","TRINIDAD AND TOBAGO",2001,"OD","Year",1,1,"Annual_disaggregation","PAHO",FALSE,"TTO",2158
"TRINIDAD AND TOBAGO_2002","TRINIDAD AND TOBAGO",2002,"OD","Year",1,1,"Annual_disaggregation","PAHO",FALSE,"TTO",5973
"TRINIDAD AND TOBAGO_2003","TRINIDAD AND TOBAGO",2003,"OD","Year",1,1,"Annual_disaggregation","PAHO",FALSE,"TTO",2209
"TRINIDAD AND TOBAGO_2004","TRINIDAD AND TOBAGO",2004,"OD","Year",1,1,"Annual_disaggregation","PAHO",FALSE,"TTO",497
"TRINIDAD AND TOBAGO_2005","TRINIDAD AND TOBAGO",2005,"OD","Year",1,1,"Annual_disaggregation","PAHO",FALSE,"TTO",411
"TRINIDAD AND TOBAGO_2006","TRINIDAD AND TOBAGO",2006,"OD","Year",1,1,"Annual_disaggregation","PAHO",FALSE,"TTO",36
"TRINIDAD AND TOBAGO_2007","TRINIDAD AND TOBAGO",2007,"OD","Year",1,1,"Annual_disaggregation","PAHO",FALSE,"TTO",47
"TRINIDAD AND TOBAGO_2008","TRINIDAD AND TOBAGO",2008,"OD","Year",1,1,"Annual_disaggregation","PAHO",FALSE,"TTO",2358
"TRINIDAD AND TOBAGO_2009","TRINIDAD AND TOBAGO",2009,"OD","Year",1,1,"Annual_disaggregation","PAHO",FALSE,"TTO",24
"TRINIDAD AND TOBAGO_2010","TRINIDAD AND TOBAGO",2010,"OD","Year",1,1,"Annual_disaggregation","PAHO",FALSE,"TTO",4737
"TRINIDAD AND TOBAGO_2011","TRINIDAD AND TOBAGO",2011,"OD","Year",1,1,"Annual_disaggregation","PAHO",FALSE,"TTO",1242
"TRINIDAD AND TOBAGO_2012","TRINIDAD AND TOBAGO",2012,"OD","Year",1,1,"No_modelling_required","PAHO",FALSE,"TTO",0
"TRINIDAD AND TOBAGO_2013","TRINIDAD AND TOBAGO",2013,"OD","Year",1,1,"No_modelling_required","PAHO",FALSE,"TTO",0
"TRINIDAD AND TOBAGO_2014","TRINIDAD AND TOBAGO",2014,"OD","Year",1,1,"Annual_disaggregation","PAHO",FALSE,"TTO",148
"TRINIDAD AND TOBAGO_2015","TRINIDAD AND TOBAGO",2015,"OD","Year",1,1,"Annual_disaggregation","PAHO",FALSE,"TTO",1687
"TRINIDAD AND TOBAGO_2016","TRINIDAD AND TOBAGO",2016,"OD","Year",1,1,"Annual_disaggregation","PAHO",FALSE,"TTO",1801
"TRINIDAD AND TOBAGO_2017","TRINIDAD AND TOBAGO",2017,"OD","Year",1,1,"Annual_disaggregation","PAHO",FALSE,"TTO",300
"TRINIDAD AND TOBAGO_2018","TRINIDAD AND TOBAGO",2018,"OD","Year",1,1,"Annual_disaggregation","PAHO",FALSE,"TTO",123
"TRINIDAD AND TOBAGO_2019","TRINIDAD AND TOBAGO",2019,"OD","Week",52,1,"No_modelling_required","PAHO",FALSE,"TTO",416
"TRINIDAD AND TOBAGO_2020","TRINIDAD AND TOBAGO",2020,"OD","Year",1,1,"Annual_disaggregation","PAHO",FALSE,"TTO",59
"TRINIDAD AND TOBAGO_2021","TRINIDAD AND TOBAGO",2021,"OD","Year",1,1,"Annual_disaggregation","PAHO",FALSE,"TTO",20
"TRINIDAD AND TOBAGO_2022","TRINIDAD AND TOBAGO",2022,"OD","Year",1,1,"Annual_disaggregation","PAHO",FALSE,"TTO",52
"TRINIDAD AND TOBAGO_2023","TRINIDAD AND TOBAGO",2023,"OD","Year",1,1,"Annual_disaggregation","PAHO",FALSE,"TTO",126
"TRINIDAD AND TOBAGO_2024","TRINIDAD AND TOBAGO",2024,"OD","Year",1,1,"Annual_disaggregation","PAHO",FALSE,"TTO",2004
"TURKS AND CAICOS ISLANDS_1990","TURKS AND CAICOS ISLANDS",1990,"OD","Year",1,1,"No_modelling_required","PAHO",FALSE,"TCA",0
"TURKS AND CAICOS ISLANDS_1991","TURKS AND CAICOS ISLANDS",1991,"OD","Year",1,1,"No_modelling_required","PAHO",FALSE,"TCA",0
"TURKS AND CAICOS ISLANDS_1992","TURKS AND CAICOS ISLANDS",1992,"OD","Year",1,1,"No_modelling_required","PAHO",FALSE,"TCA",0
"TURKS AND CAICOS ISLANDS_1993","TURKS AND CAICOS ISLANDS",1993,"OD","Year",1,1,"No_modelling_required","PAHO",FALSE,"TCA",0
"TURKS AND CAICOS ISLANDS_1994","TURKS AND CAICOS ISLANDS",1994,"OD","Year",1,1,"No_modelling_required","PAHO",FALSE,"TCA",0
"TURKS AND CAICOS ISLANDS_1995","TURKS AND CAICOS ISLANDS",1995,"OD","Year",1,1,"No_modelling_required","PAHO",FALSE,"TCA",0
"TURKS AND CAICOS ISLANDS_1996","TURKS AND CAICOS ISLANDS",1996,"OD","Year",1,1,"No_modelling_required","PAHO",FALSE,"TCA",0
"TURKS AND CAICOS ISLANDS_1997","TURKS AND CAICOS ISLANDS",1997,"OD","Year",1,1,"No_modelling_required","PAHO",FALSE,"TCA",0
"TURKS AND CAICOS ISLANDS_1998","TURKS AND CAICOS ISLANDS",1998,"OD","Year",1,1,"No_modelling_required","PAHO",FALSE,"TCA",0
"TURKS AND CAICOS ISLANDS_1999","TURKS AND CAICOS ISLANDS",1999,"OD","Year",1,1,"No_modelling_required","PAHO",FALSE,"TCA",0
"TURKS AND CAICOS ISLANDS_2000","TURKS AND CAICOS ISLANDS",2000,"OD","Year",1,1,"No_modelling_required","PAHO",FALSE,"TCA",0
"TURKS AND CAICOS ISLANDS_2001","TURKS AND CAICOS ISLANDS",2001,"OD","Year",1,1,"No_modelling_required","PAHO",FALSE,"TCA",0
"TURKS AND CAICOS ISLANDS_2002","TURKS AND CAICOS ISLANDS",2002,"OD","Year",1,1,"No_modelling_required","PAHO",FALSE,"TCA",0
"TURKS AND CAICOS ISLANDS_2003","TURKS AND CAICOS ISLANDS",2003,"OD","Year",1,1,"Annual_disaggregation","PAHO",FALSE,"TCA",2
"TURKS AND CAICOS ISLANDS_2004","TURKS AND CAICOS ISLANDS",2004,"OD","Year",1,1,"Annual_disaggregation","PAHO",FALSE,"TCA",1
"TURKS AND CAICOS ISLANDS_2005","TURKS AND CAICOS ISLANDS",2005,"OD","Year",1,1,"Annual_disaggregation","PAHO",FALSE,"TCA",1
"TURKS AND CAICOS ISLANDS_2006","TURKS AND CAICOS ISLANDS",2006,"OD","Year",1,1,"No_modelling_required","PAHO",FALSE,"TCA",0
"TURKS AND CAICOS ISLANDS_2007","TURKS AND CAICOS ISLANDS",2007,"OD","Year",1,1,"No_modelling_required","PAHO",FALSE,"TCA",0
"TURKS AND CAICOS ISLANDS_2008","TURKS AND CAICOS ISLANDS",2008,"OD","Year",1,1,"No_modelling_required","PAHO",FALSE,"TCA",0
"TURKS AND CAICOS ISLANDS_2009","TURKS AND CAICOS ISLANDS",2009,"OD","Year",1,1,"No_modelling_required","PAHO",FALSE,"TCA",0
"TURKS AND CAICOS ISLANDS_2010","TURKS AND CAICOS ISLANDS",2010,"OD","Year",1,1,"No_modelling_required","PAHO",FALSE,"TCA",0
"TURKS AND CAICOS ISLANDS_2011","TURKS AND CAICOS ISLANDS",2011,"OD","Year",1,1,"Annual_disaggregation","PAHO",FALSE,"TCA",24
"TURKS AND CAICOS ISLANDS_2012","TURKS AND CAICOS ISLANDS",2012,"OD","Year",1,1,"Annual_disaggregation","PAHO",FALSE,"TCA",14
"TURKS AND CAICOS ISLANDS_2013","TURKS AND CAICOS ISLANDS",2013,"OD","Year",1,1,"Annual_disaggregation","PAHO",FALSE,"TCA",5
"TURKS AND CAICOS ISLANDS_2014","TURKS AND CAICOS ISLANDS",2014,"OD","Year",1,1,"Annual_disaggregation","PAHO",FALSE,"TCA",252
"TURKS AND CAICOS ISLANDS_2015","TURKS AND CAICOS ISLANDS",2015,"OD","Year",1,1,"Annual_disaggregation","PAHO",FALSE,"TCA",331
"TURKS AND CAICOS ISLANDS_2016","TURKS AND CAICOS ISLANDS",2016,"OD","Year",1,1,"Annual_disaggregation","PAHO",FALSE,"TCA",484
"TURKS AND CAICOS ISLANDS_2017","TURKS AND CAICOS ISLANDS",2017,"OD","Year",1,1,"Annual_disaggregation","PAHO",FALSE,"TCA",210
"TURKS AND CAICOS ISLANDS_2018","TURKS AND CAICOS ISLANDS",2018,"OD","Year",1,1,"Annual_disaggregation","PAHO",FALSE,"TCA",2
"TURKS AND CAICOS ISLANDS_2019","TURKS AND CAICOS ISLANDS",2019,"OD","Week",52,1,"No_modelling_required","PAHO",FALSE,"TCA",19
"TURKS AND CAICOS ISLANDS_2020","TURKS AND CAICOS ISLANDS",2020,"OD","Week",53,1,"No_modelling_required","PAHO",FALSE,"TCA",142
"TURKS AND CAICOS ISLANDS_2021","TURKS AND CAICOS ISLANDS",2021,"OD","Year",1,1,"Annual_disaggregation","PAHO",FALSE,"TCA",4
"TURKS AND CAICOS ISLANDS_2022","TURKS AND CAICOS ISLANDS",2022,"OD","Week",52,1,"No_modelling_required","PAHO",FALSE,"TCA",3
"TURKS AND CAICOS ISLANDS_2023","TURKS AND CAICOS ISLANDS",2023,"OD","Week",52,1,"No_modelling_required","PAHO",FALSE,"TCA",182
"TURKS AND CAICOS ISLANDS_2024","TURKS AND CAICOS ISLANDS",2024,"OD","Week",52,1,"No_modelling_required","PAHO",FALSE,"TCA",117
"TUVALU_1990","TUVALU",1990,"ad_hoc_data","Month",12,1,"No_modelling_required","WPRO",FALSE,"TUV",10
"TUVALU_1991","TUVALU",1991,"OD","Year",1,1,"Annual_disaggregation","WPRO",FALSE,"TUV",19
"TUVALU_1992","TUVALU",1992,"ad_hoc_data","Month",12,1,"No_modelling_required","WPRO",FALSE,"TUV",811
"TUVALU_1993","TUVALU",1993,"OD","Year",1,1,"No_modelling_required","WPRO",FALSE,"TUV",0
"TUVALU_1994","TUVALU",1994,"ad_hoc_data","Month",12,1,"No_modelling_required","WPRO",FALSE,"TUV",0
"TUVALU_1995","TUVALU",1995,"OD","Year",1,1,"No_modelling_required","WPRO",FALSE,"TUV",0
"TUVALU_1996","TUVALU",1996,"ad_hoc_data","Month",12,1,"No_modelling_required","WPRO",FALSE,"TUV",0
"TUVALU_1997","TUVALU",1997,"OD","Year",1,1,"No_modelling_required","WPRO",FALSE,"TUV",0
"TUVALU_1998","TUVALU",1998,"OD","Year",1,1,"Annual_disaggregation","WPRO",FALSE,"TUV",2
"TUVALU_1999","TUVALU",1999,"OD","Year",1,1,"No_modelling_required","WPRO",FALSE,"TUV",0
"TUVALU_2000","TUVALU",2000,"OD","Year",1,1,"No_modelling_required","WPRO",FALSE,"TUV",0
"TUVALU_2001","TUVALU",2001,"OD","Year",1,1,"No_modelling_required","WPRO",FALSE,"TUV",0
"TUVALU_2002","TUVALU",2002,"OD","Year",1,1,"No_modelling_required","WPRO",FALSE,"TUV",0
"TUVALU_2003","TUVALU",2003,"OD","Year",1,1,"No_modelling_required","WPRO",FALSE,"TUV",0
"TUVALU_2004","TUVALU",2004,"OD","Year",1,1,"No_modelling_required","WPRO",FALSE,"TUV",0
"TUVALU_2005","TUVALU",2005,"OD","Year",1,1,"No_modelling_required","WPRO",FALSE,"TUV",0
"TUVALU_2006","TUVALU",2006,"OD","Year",1,1,"No_modelling_required","WPRO",FALSE,"TUV",0
"TUVALU_2007","TUVALU",2007,"OD","Year",1,1,"No_modelling_required","WPRO",FALSE,"TUV",0
"TUVALU_2008","TUVALU",2008,"OD","Year",1,1,"No_modelling_required","WPRO",FALSE,"TUV",0
"TUVALU_2009","TUVALU",2009,"OD","Year",1,1,"No_modelling_required","WPRO",FALSE,"TUV",0
"TUVALU_2010","TUVALU",2010,"OD","Year",1,1,"No_modelling_required","WPRO",FALSE,"TUV",0
"TUVALU_2011","TUVALU",2011,"OD","Year",1,1,"No_modelling_required","WPRO",FALSE,"TUV",0
"TUVALU_2012","TUVALU",2012,"OD","Year",1,1,"No_modelling_required","WPRO",FALSE,"TUV",0
"TUVALU_2013","TUVALU",2013,"ees","Year",1,1,"No_modelling_required","WPRO",TRUE,"TUV",0
"TUVALU_2014","TUVALU",2014,"ad_hoc_data","Year",1,1,"Annual_disaggregation","WPRO",FALSE,"TUV",408
"TUVALU_2015","TUVALU",2015,"ees","Year",1,1,"No_modelling_required","WPRO",TRUE,"TUV",0
"TUVALU_2016","TUVALU",2016,"ees","Year",1,1,"No_modelling_required","WPRO",TRUE,"TUV",0
"TUVALU_2017","TUVALU",2017,"OD","Week",12,0.230769230769231,"Sub_annual_imputation","WPRO",FALSE,"TUV",0
"TUVALU_2018","TUVALU",2018,"OD","Week",14,0.269230769230769,"Sub_annual_imputation","WPRO",FALSE,"TUV",0
"TUVALU_2019","TUVALU",2019,"OD","Year",1,1,"Annual_disaggregation","WPRO",FALSE,"TUV",522
"TUVALU_2020","TUVALU",2020,"OD","Week",15,0.283018867924528,"Sub_annual_imputation","WPRO",FALSE,"TUV",5
"TUVALU_2021","TUVALU",2021,"OD","Week",2,0.0384615384615385,"Sub_annual_imputation","WPRO",FALSE,"TUV",0
"TUVALU_2022","TUVALU",2022,"OD","Week",3,0.0576923076923077,"Sub_annual_imputation","WPRO",FALSE,"TUV",93
"TUVALU_2023","TUVALU",2023,"OD","Week",3,0.0576923076923077,"Sub_annual_imputation","WPRO",FALSE,"TUV",0
"TUVALU_2024","TUVALU",2024,"OD","Week",40,0.769230769230769,"Sub_annual_imputation","WPRO",FALSE,"TUV",1
"UNITED REPUBLIC OF TANZANIA_1990","UNITED REPUBLIC OF TANZANIA",1990,"ees","Year",1,1,"No_modelling_required","AFRO",TRUE,"TZA",0
"UNITED REPUBLIC OF TANZANIA_1991","UNITED REPUBLIC OF TANZANIA",1991,"ees","Year",1,1,"No_modelling_required","AFRO",TRUE,"TZA",0
"UNITED REPUBLIC OF TANZANIA_1992","UNITED REPUBLIC OF TANZANIA",1992,"ees","Year",1,1,"No_modelling_required","AFRO",TRUE,"TZA",0
"UNITED REPUBLIC OF TANZANIA_1993","UNITED REPUBLIC OF TANZANIA",1993,"ees","Year",1,1,"No_modelling_required","AFRO",TRUE,"TZA",0
"UNITED REPUBLIC OF TANZANIA_1994","UNITED REPUBLIC OF TANZANIA",1994,"ees","Year",1,1,"No_modelling_required","AFRO",TRUE,"TZA",0
"UNITED REPUBLIC OF TANZANIA_1995","UNITED REPUBLIC OF TANZANIA",1995,"ees","Year",1,1,"No_modelling_required","AFRO",TRUE,"TZA",0
"UNITED REPUBLIC OF TANZANIA_1996","UNITED REPUBLIC OF TANZANIA",1996,"ees","Year",1,1,"No_modelling_required","AFRO",TRUE,"TZA",0
"UNITED REPUBLIC OF TANZANIA_1997","UNITED REPUBLIC OF TANZANIA",1997,"ees","Year",1,1,"No_modelling_required","AFRO",TRUE,"TZA",0
"UNITED REPUBLIC OF TANZANIA_1998","UNITED REPUBLIC OF TANZANIA",1998,"ees","Year",1,1,"No_modelling_required","AFRO",TRUE,"TZA",0
"UNITED REPUBLIC OF TANZANIA_1999","UNITED REPUBLIC OF TANZANIA",1999,"ees","Year",1,1,"No_modelling_required","AFRO",TRUE,"TZA",0
"UNITED REPUBLIC OF TANZANIA_2000","UNITED REPUBLIC OF TANZANIA",2000,"ees","Year",1,1,"No_modelling_required","AFRO",TRUE,"TZA",0
"UNITED REPUBLIC OF TANZANIA_2001","UNITED REPUBLIC OF TANZANIA",2001,"ees","Year",1,1,"No_modelling_required","AFRO",TRUE,"TZA",0
"UNITED REPUBLIC OF TANZANIA_2002","UNITED REPUBLIC OF TANZANIA",2002,"ees","Year",1,1,"No_modelling_required","AFRO",TRUE,"TZA",0
"UNITED REPUBLIC OF TANZANIA_2003","UNITED REPUBLIC OF TANZANIA",2003,"ees","Year",1,1,"No_modelling_required","AFRO",TRUE,"TZA",0
"UNITED REPUBLIC OF TANZANIA_2004","UNITED REPUBLIC OF TANZANIA",2004,"ees","Year",1,1,"No_modelling_required","AFRO",TRUE,"TZA",0
"UNITED REPUBLIC OF TANZANIA_2005","UNITED REPUBLIC OF TANZANIA",2005,"ees","Year",1,1,"No_modelling_required","AFRO",TRUE,"TZA",0
"UNITED REPUBLIC OF TANZANIA_2006","UNITED REPUBLIC OF TANZANIA",2006,"ees","Year",1,1,"No_modelling_required","AFRO",TRUE,"TZA",0
"UNITED REPUBLIC OF TANZANIA_2007","UNITED REPUBLIC OF TANZANIA",2007,"ees","Year",1,1,"No_modelling_required","AFRO",TRUE,"TZA",0
"UNITED REPUBLIC OF TANZANIA_2008","UNITED REPUBLIC OF TANZANIA",2008,"ees","Year",1,1,"No_modelling_required","AFRO",TRUE,"TZA",0
"UNITED REPUBLIC OF TANZANIA_2009","UNITED REPUBLIC OF TANZANIA",2009,"ees","Year",1,1,"No_modelling_required","AFRO",TRUE,"TZA",0
"UNITED REPUBLIC OF TANZANIA_2010","UNITED REPUBLIC OF TANZANIA",2010,"ees","Year",1,1,"No_modelling_required","AFRO",TRUE,"TZA",0
"UNITED REPUBLIC OF TANZANIA_2011","UNITED REPUBLIC OF TANZANIA",2011,"ees","Year",1,1,"No_modelling_required","AFRO",TRUE,"TZA",0
