"country_year","T_res","selected_column","final_count","final_sum","a0_count","a0_sum","a1_count","a1_sum","a2_count","a2_sum","subannual_is_complete","relationship_category","pct_of_annual","annual_total"
"SAUDI ARABIA_1996","Year","a0",1,57,1,57,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,57
"SAUDI ARABIA_1997","Year","a0",1,62,1,62,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,62
"SAUDI ARABIA_1998","Year","a0",1,31,1,31,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,31
"SAUDI ARABIA_1999","Year","a0",1,26,1,26,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,26
"SAUDI ARABIA_2000","Year","a0",1,17,1,17,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,17
"SAUDI ARABIA_2001","Year","a0",1,7,1,7,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,7
"SAUDI ARABIA_2002","Year","a0",1,11,1,11,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,11
"SAUDI ARABIA_2006","Month","a0",12,1544,12,1544,NA,NA,NA,NA,TRUE,"Sub-annual >= Annual",100,1544
"SAUDI ARABIA_2007","Month","a0",12,490,12,490,NA,NA,NA,NA,TRUE,"Sub-annual >= Annual",100,490
"SAUDI ARABIA_2008","Month","a0",12,913,12,913,NA,NA,NA,NA,TRUE,"Sub-annual >= Annual",100,913
"SAUDI ARABIA_2009","Month","a0",12,3350,12,3350,NA,NA,NA,NA,TRUE,"Sub-annual >= Annual",100,3350
"SAUDI ARABIA_2010","Month","a0",12,3526,12,3526,NA,NA,NA,NA,TRUE,"Sub-annual >= Annual",100,3526
"SAUDI ARABIA_2011","Month","a0",12,3302,12,3302,NA,NA,NA,NA,TRUE,"Sub-annual >= Annual",100,3302
"SAUDI ARABIA_2012","Month","a0",12,1749,12,1749,NA,NA,NA,NA,TRUE,"Sub-annual >= Annual",100,1749
"SAUDI ARABIA_2013","Month","a0",12,6512,12,6512,NA,NA,NA,NA,TRUE,"Sub-annual >= Annual",100,6512
"SAUDI ARABIA_2014","Month","a0",12,2081,12,2081,NA,NA,NA,NA,TRUE,"Sub-annual >= Annual",100,2081
"SAUDI ARABIA_2015","Month","a0",12,4312,12,4312,NA,NA,NA,NA,TRUE,"Sub-annual >= Annual",100,4312
"SAUDI ARABIA_2016","Month","a0",12,5428,12,5428,NA,NA,NA,NA,TRUE,"Sub-annual >= Annual",100,5428
"SAUDI ARABIA_2017","Month","a0",12,3462,12,3462,NA,NA,NA,NA,TRUE,"Sub-annual >= Annual",100,3462
"SAUDI ARABIA_2018","Month","a0",12,5345,12,5345,12,4790,NA,NA,TRUE,"Sub-annual >= Annual",100,5345
"SAUDI ARABIA_2019","Month","a1",12,2228,12,0,12,2228,NA,NA,TRUE,"Sub-annual >= Annual",NA,NA
"SAUDI ARABIA_2020","Month","a0",12,2375,12,2375,12,1573,NA,NA,TRUE,"Sub-annual >= Annual",100,2375
"SAUDI ARABIA_2021","Month","a0",12,3421,12,3421,12,2254,NA,NA,TRUE,"Sub-annual >= Annual",100,3421
"SAUDI ARABIA_2022","Week","a0",52,1470,52,1470,NA,NA,NA,NA,TRUE,"Case 2: Sub-annual only",NA,1470
"SAUDI ARABIA_2023","Month","a0",12,15010,12,15010,5,7408,NA,NA,TRUE,"Sub-annual >= Annual",100,15010
"SAUDI ARABIA_2024","Month","a0",8,8193,8,8193,NA,NA,NA,NA,FALSE,"Case 2: Sub-annual only",NA,8193
"SENEGAL_2024","Month","a0",12,1208,12,1208,NA,NA,NA,NA,TRUE,"Case 2: Sub-annual only",NA,1208
"SEYCHELLES_2023","Month","a0",12,4614,12,4614,NA,NA,NA,NA,TRUE,"Case 2: Sub-annual only",NA,4614
"SEYCHELLES_2024","Month","a0",7,2583,7,2583,NA,NA,NA,NA,FALSE,"Case 2: Sub-annual only",NA,2583
"SINGAPORE_1990","Year","a0",1,1733,1,1733,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,1733
"SINGAPORE_1991","Year","a0",1,2179,1,2179,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,2179
"SINGAPORE_1992","Year","a0",1,2878,1,2878,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,2878
"SINGAPORE_1993","Month","a1",12,947,NA,NA,12,947,NA,NA,TRUE,"Sub-annual >= Annual",100.105708245243,947
"SINGAPORE_1994","Month","a1",12,1239,NA,NA,12,1239,NA,NA,TRUE,"Sub-annual >= Annual",100,1239
"SINGAPORE_1995","Month","a1",12,2008,NA,NA,12,2008,NA,NA,TRUE,"Sub-annual >= Annual",100,2008
"SINGAPORE_1996","Year","a0",1,3128,1,3128,NA,NA,NA,NA,TRUE,"Annual > sub-annual",97.5383631713555,3128
"SINGAPORE_1997","Month","a1",12,4300,NA,NA,12,4300,NA,NA,TRUE,"Sub-annual >= Annual",100,4300
"SINGAPORE_1998","Year","a0",1,5258,1,5258,NA,NA,NA,NA,TRUE,"Annual > sub-annual",99.1441612780525,5258
"SINGAPORE_1999","Month","a1",12,1355,NA,NA,12,1355,NA,NA,TRUE,"Sub-annual >= Annual",100,1355
"SINGAPORE_2000","Month","a0",12,673,12,673,12,673,NA,NA,TRUE,"Sub-annual >= Annual",100,673
"SINGAPORE_2001","Month","a0",12,2379,12,2379,12,2355,NA,NA,TRUE,"Sub-annual >= Annual",100.295109612142,2379
"SINGAPORE_2002","Year","a0",1,3945,1,3945,NA,NA,NA,NA,TRUE,"Annual > sub-annual",98.8593155893536,3945
"SINGAPORE_2003","Year","a0",1,4788,1,4788,NA,NA,NA,NA,TRUE,"Annual > sub-annual",98.9139515455305,4788
"SINGAPORE_2004","Year","a0",1,9459,1,9459,NA,NA,NA,NA,TRUE,"Annual > sub-annual",98.5305000528597,9459
"SINGAPORE_2005","Year","a0",1,14209,1,14209,NA,NA,NA,NA,TRUE,"Annual > sub-annual",99.7466394538673,14209
"SINGAPORE_2006","Month","a1",12,3128,NA,NA,12,3128,NA,NA,TRUE,"Sub-annual >= Annual",100.031979533099,3128
"SINGAPORE_2007","Year","a0",1,8826,1,8826,NA,NA,NA,NA,TRUE,"Annual > sub-annual",99.2068887378201,8826
"SINGAPORE_2008","Year","a0",1,7032,1,7032,NA,NA,NA,NA,TRUE,"Annual > sub-annual",99.2747440273038,7032
"SINGAPORE_2009","Month","a1",12,4523,NA,NA,12,4523,NA,NA,TRUE,"Sub-annual >= Annual",100.578163219924,4523
"SINGAPORE_2010","Month","a1",12,5392,NA,NA,12,5392,NA,NA,TRUE,"Sub-annual >= Annual",100.521998508576,5392
"SINGAPORE_2011","Week","a0",52,5266,52,5266,NA,NA,NA,NA,TRUE,"Case 2: Sub-annual only",NA,5266
"SINGAPORE_2012","Week","a0",52,4602,52,4602,NA,NA,NA,NA,TRUE,"Case 2: Sub-annual only",NA,4602
"SINGAPORE_2013","Year","a0",1,22170,1,22170,NA,NA,NA,NA,TRUE,"Annual > sub-annual",99.6887686062246,22170
"SINGAPORE_2014","Year","a0",1,18326,1,18326,NA,NA,NA,NA,TRUE,"Annual > sub-annual",99.8908654370839,18326
"SINGAPORE_2015","Year","a0",1,11294,1,11294,NA,NA,NA,NA,TRUE,"Annual > sub-annual",99.9822914822029,11294
"SINGAPORE_2016","Week","a0",52,13110,52,13110,NA,NA,NA,NA,TRUE,"Sub-annual >= Annual",100.19105846389,13110
"SINGAPORE_2017","Year","a0",1,2767,1,2767,NA,NA,NA,NA,TRUE,"Annual > sub-annual",99.5663173111673,2767
"SINGAPORE_2018","Year","a0",1,3283,1,3283,NA,NA,NA,NA,FALSE,"Incomplete sub-annual - annual selected",41.5778251599147,3283
"SINGAPORE_2019","Year","a0",1,15999,1,15999,NA,NA,NA,NA,TRUE,"Annual > sub-annual",99.443715232202,15999
"SINGAPORE_2020","Week","a0",53,35261,53,35261,NA,NA,NA,NA,TRUE,"Case 2: Sub-annual only",NA,35261
"SINGAPORE_2021","Week","a0",52,5245,52,5245,NA,NA,NA,NA,TRUE,"Case 2: Sub-annual only",NA,5245
"SINGAPORE_2022","Week","a0",51,31853,51,31853,NA,NA,NA,NA,FALSE,"Case 2: Sub-annual only",NA,31853
"SINGAPORE_2023","Week","a0",52,9938,52,9938,NA,NA,NA,NA,TRUE,"Case 2: Sub-annual only",NA,9938
"SINGAPORE_2024","Month","a0",12,13655,12,13655,NA,NA,NA,NA,TRUE,"Case 2: Sub-annual only",NA,13655
"SINT MAARTEN_2004","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"SINT MAARTEN_2006","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"SINT MAARTEN_2007","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"SINT MAARTEN_2014","Year","a0",1,31,1,31,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,31
"SINT MAARTEN_2015","Year","a0",1,13,1,13,NA,NA,NA,NA,FALSE,"Incomplete sub-annual - annual selected",7.69230769230769,13
"SINT MAARTEN_2016","Week","a0",52,11,52,11,NA,NA,NA,NA,TRUE,"Sub-annual >= Annual",100,11
"SINT MAARTEN_2017","Week","a0",52,0,52,0,NA,NA,NA,NA,TRUE,"Sub-annual >= Annual",NA,NA
"SINT MAARTEN_2018","Year","a0",1,29,1,29,NA,NA,NA,NA,FALSE,"Incomplete sub-annual - annual selected",0,29
"SINT MAARTEN_2019","Week","a0",52,8,52,8,NA,NA,NA,NA,TRUE,"Sub-annual >= Annual",100,8
"SINT MAARTEN_2020","Week","a0",53,9,53,9,NA,NA,NA,NA,TRUE,"Sub-annual >= Annual",100,9
"SINT MAARTEN_2023","Year","a0",1,1,1,1,NA,NA,NA,NA,FALSE,"Incomplete sub-annual - annual selected",0,1
"SINT MAARTEN_2024","Year","a0",1,144,1,144,NA,NA,NA,NA,FALSE,"Incomplete sub-annual - annual selected",82.6388888888889,144
"SOLOMON ISLANDS_1991","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"SOLOMON ISLANDS_1992","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"SOLOMON ISLANDS_1993","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"SOLOMON ISLANDS_1994","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"SOLOMON ISLANDS_1995","Year","a0",1,1,1,1,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,1
"SOLOMON ISLANDS_1996","Year","a0",1,3,1,3,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,3
"SOLOMON ISLANDS_1997","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"SOLOMON ISLANDS_1998","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"SOLOMON ISLANDS_1999","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"SOLOMON ISLANDS_2000","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"SOLOMON ISLANDS_2001","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"SOLOMON ISLANDS_2002","Year","a0",1,30,1,30,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,30
"SOLOMON ISLANDS_2003","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"SOLOMON ISLANDS_2004","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"SOLOMON ISLANDS_2005","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"SOLOMON ISLANDS_2006","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"SOLOMON ISLANDS_2007","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"SOLOMON ISLANDS_2008","Year","a0",1,3,1,3,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,3
"SOLOMON ISLANDS_2009","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"SOLOMON ISLANDS_2010","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"SOLOMON ISLANDS_2011","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"SOLOMON ISLANDS_2012","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"SOLOMON ISLANDS_2013","Year","a0",1,9500,1,9500,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,9500
"SOLOMON ISLANDS_2016","Week","a1",14,3920,NA,NA,14,3920,NA,NA,FALSE,"Case 2: Sub-annual only",NA,3920
"SOLOMON ISLANDS_2018","Week","a0",43,407,43,407,NA,NA,NA,NA,FALSE,"Case 2: Sub-annual only",NA,407
"SOLOMON ISLANDS_2019","Week","a0",40,366,40,366,NA,NA,NA,NA,FALSE,"Case 2: Sub-annual only",NA,366
"SOLOMON ISLANDS_2020","Week","a0",23,110,23,110,NA,NA,NA,NA,FALSE,"Case 2: Sub-annual only",NA,110
"SOLOMON ISLANDS_2021","Week","a0",14,159,14,159,NA,NA,NA,NA,FALSE,"Case 2: Sub-annual only",NA,159
"SOLOMON ISLANDS_2022","Week","a0",43,9088,43,9088,NA,NA,NA,NA,FALSE,"Case 2: Sub-annual only",NA,9088
"SOLOMON ISLANDS_2023","Week","a0",18,230,18,230,NA,NA,NA,NA,FALSE,"Case 2: Sub-annual only",NA,230
"SOLOMON ISLANDS_2024","Week","a0",40,145,40,145,NA,NA,NA,NA,FALSE,"Case 2: Sub-annual only",NA,145
"SPAIN_2008","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"SPAIN_2009","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"SPAIN_2010","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"SPAIN_2011","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"SPAIN_2012","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"SPAIN_2013","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"SPAIN_2014","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"SPAIN_2015","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"SPAIN_2016","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"SPAIN_2017","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"SPAIN_2018","Year","a0",1,6,1,6,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,6
"SPAIN_2019","Year","a0",1,2,1,2,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,2
"SPAIN_2020","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"SPAIN_2021","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"SPAIN_2022","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"SPAIN_2023","Year","a0",1,3,1,3,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,3
"SPAIN_2024","Month","a0",12,10,12,10,NA,NA,NA,NA,TRUE,"Case 2: Sub-annual only",NA,10
"SRI LANKA_1990","Year","a0",1,1350,1,1350,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,1350
"SRI LANKA_1991","Year","a0",1,1048,1,1048,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,1048
"SRI LANKA_1992","Year","a0",1,656,1,656,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,656
"SRI LANKA_1993","Year","a0",1,750,1,750,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,750
"SRI LANKA_1994","Year","a0",1,582,1,582,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,582
"SRI LANKA_1995","Year","a0",1,440,1,440,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,440
"SRI LANKA_1996","Year","a0",1,1298,1,1298,NA,NA,NA,NA,TRUE,"Annual > sub-annual",99.8459167950693,1298
"SRI LANKA_1997","Month","a1",12,981,NA,NA,12,981,NA,NA,TRUE,"Sub-annual >= Annual",100.102040816327,981
"SRI LANKA_1998","Year","a0",1,1275,1,1275,NA,NA,NA,NA,TRUE,"Annual > sub-annual",99.921568627451,1275
"SRI LANKA_1999","Month","a1",12,1688,NA,NA,12,1688,NA,NA,TRUE,"Sub-annual >= Annual",100,1688
"SRI LANKA_2000","Year","a0",1,3343,1,3343,NA,NA,NA,NA,TRUE,"Annual > sub-annual",99.6410409811546,3343
"SRI LANKA_2001","Year","a0",1,4304,1,4304,NA,NA,NA,NA,TRUE,"Annual > sub-annual",99.6514869888476,4304
"SRI LANKA_2002","Year","a0",1,8931,1,8931,NA,NA,NA,NA,TRUE,"Annual > sub-annual",33.3333333333333,8931
"SRI LANKA_2003","Year","a0",1,4749,1,4749,NA,NA,NA,NA,TRUE,"Annual > sub-annual",33.7334175615919,4749
"SRI LANKA_2004","Year","a0",1,15463,1,15463,NA,NA,NA,NA,TRUE,"Annual > sub-annual",22.181982797646,15463
"SRI LANKA_2005","Year","a0",1,5994,1,5994,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,5994
"SRI LANKA_2006","Year","a0",1,11980,1,11980,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,11980
"SRI LANKA_2007","Year","a0",1,7314,1,7314,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,7314
"SRI LANKA_2008","Year","a0",1,6555,1,6555,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,6555
"SRI LANKA_2009","Year","a0",1,35010,1,35010,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,35010
"SRI LANKA_2010","Week","a0",51,33988,51,33988,NA,NA,NA,NA,FALSE,"Case 2: Sub-annual only",NA,33988
"SRI LANKA_2011","Week","a0",51,27614,51,27614,NA,NA,NA,NA,FALSE,"Case 2: Sub-annual only",NA,27614
"SRI LANKA_2012","Week","a0",51,43783,51,43783,NA,NA,NA,NA,FALSE,"Case 2: Sub-annual only",NA,43783
"SRI LANKA_2013","Week","a0",50,30450,50,30450,NA,NA,NA,NA,FALSE,"Case 2: Sub-annual only",NA,30450
"SRI LANKA_2014","Week","a0",50,45535,50,45535,NA,NA,NA,NA,FALSE,"Case 2: Sub-annual only",NA,45535
"SRI LANKA_2015","Week","a0",50,27702,50,27702,NA,NA,NA,NA,FALSE,"Case 2: Sub-annual only",NA,27702
"SRI LANKA_2016","Week","a0",51,50954,51,50954,NA,NA,NA,NA,FALSE,"Case 2: Sub-annual only",NA,50954
"SRI LANKA_2017","Month","a0",12,174736,12,174736,NA,NA,NA,NA,TRUE,"Case 2: Sub-annual only",NA,174736
"SRI LANKA_2018","Month","a0",12,51320,12,51320,NA,NA,NA,NA,TRUE,"Case 2: Sub-annual only",NA,51320
"SRI LANKA_2019","Month","a0",12,94789,12,94789,NA,NA,NA,NA,TRUE,"Case 2: Sub-annual only",NA,94789
"SRI LANKA_2020","Month","a0",12,32232,12,32232,NA,NA,NA,NA,TRUE,"Case 2: Sub-annual only",NA,32232
"SRI LANKA_2021","Month","a0",12,36120,12,36120,NA,NA,NA,NA,TRUE,"Case 2: Sub-annual only",NA,36120
"SRI LANKA_2022","Month","a0",12,76689,12,76689,NA,NA,NA,NA,TRUE,"Case 2: Sub-annual only",NA,76689
"SRI LANKA_2023","Month","a0",12,88659,12,88659,NA,NA,NA,NA,TRUE,"Case 2: Sub-annual only",NA,88659
"SRI LANKA_2024","Month","a0",8,33236,8,33236,NA,NA,NA,NA,FALSE,"Case 2: Sub-annual only",NA,33236
"SUDAN_2019","Week","a0",12,9268,12,9268,NA,NA,NA,NA,FALSE,"Case 2: Sub-annual only",NA,9268
"SUDAN_2023","Month","a0",6,7347,6,7347,NA,NA,NA,NA,FALSE,"Case 2: Sub-annual only",NA,7347
"SUDAN_2024","Month","a0",12,10560,12,10560,NA,NA,NA,NA,TRUE,"Case 2: Sub-annual only",NA,10560
"SURINAME_1990","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"SURINAME_1991","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"SURINAME_1992","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"SURINAME_1993","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"SURINAME_1994","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"SURINAME_1995","Year","a0",1,344,1,344,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,344
"SURINAME_1996","Year","a0",1,677,1,677,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,677
"SURINAME_1997","Year","a0",1,90,1,90,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,90
"SURINAME_1998","Year","a0",1,1140,1,1140,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,1140
"SURINAME_1999","Year","a0",1,695,1,695,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,695
"SURINAME_2000","Year","a0",1,1069,1,1069,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,1069
"SURINAME_2001","Year","a0",1,748,1,748,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,748
"SURINAME_2002","Year","a0",1,1081,1,1081,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,1081
"SURINAME_2003","Year","a0",1,284,1,284,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,284
"SURINAME_2004","Year","a0",1,368,1,368,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,368
"SURINAME_2005","Year","a0",1,2712,1,2712,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,2712
"SURINAME_2006","Year","a0",1,253,1,253,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,253
"SURINAME_2007","Year","a0",1,41,1,41,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,41
"SURINAME_2008","Year","a0",1,12,1,12,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,12
"SURINAME_2009","Year","a0",1,120,1,120,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,120
"SURINAME_2010","Year","a0",1,93,1,93,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,93
"SURINAME_2011","Year","a0",1,386,1,386,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,386
"SURINAME_2012","Year","a0",1,781,1,781,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,781
"SURINAME_2013","Year","a0",1,21,1,21,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,21
"SURINAME_2014","Year","a0",1,23,1,23,NA,NA,NA,NA,FALSE,"Incomplete sub-annual - annual selected",17.3913043478261,23
"SURINAME_2015","Year","a0",1,15,1,15,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,15
"SURINAME_2016","Year","a0",1,6,1,6,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,6
"SURINAME_2017","Year","a0",1,1,1,1,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,1
"SURINAME_2018","Week","a0",52,123,52,123,NA,NA,NA,NA,TRUE,"Sub-annual >= Annual",100,123
"SURINAME_2019","Week","a0",52,86,52,86,NA,NA,NA,NA,TRUE,"Sub-annual >= Annual",100,86
"SURINAME_2020","Week","a0",53,563,53,563,NA,NA,NA,NA,TRUE,"Sub-annual >= Annual",100,563
"SURINAME_2021","Week","a0",52,10,52,10,NA,NA,NA,NA,TRUE,"Sub-annual >= Annual",100,10
"SURINAME_2022","Week","a0",52,17,52,17,NA,NA,NA,NA,TRUE,"Sub-annual >= Annual",100,17
"SURINAME_2023","Week","a0",52,282,52,282,NA,NA,NA,NA,TRUE,"Sub-annual >= Annual",100,282
"SURINAME_2024","Week","a0",52,95,52,95,NA,NA,NA,NA,TRUE,"Sub-annual >= Annual",100,95
"TAIWAN_1990","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"TAIWAN_1991","Year","a0",1,149,1,149,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,149
"TAIWAN_1992","Year","a0",1,4,1,4,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,4
"TAIWAN_1993","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"TAIWAN_1994","Year","a0",1,222,1,222,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,222
"TAIWAN_1995","Year","a0",1,329,1,329,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,329
"TAIWAN_1996","Year","a0",1,20,1,20,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,20
"TAIWAN_1997","Year","a0",1,19,1,19,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,19
"TAIWAN_1998","Week","a2",52,309,NA,NA,NA,NA,52,309,TRUE,"Case 2: Sub-annual only",NA,309
"TAIWAN_1999","Week","a2",52,40,NA,NA,NA,NA,52,40,TRUE,"Case 2: Sub-annual only",NA,40
"TAIWAN_2000","Week","a2",52,113,NA,NA,NA,NA,52,113,TRUE,"Case 2: Sub-annual only",NA,113
"TAIWAN_2001","Week","a2",52,225,NA,NA,NA,NA,52,225,TRUE,"Case 2: Sub-annual only",NA,225
"TAIWAN_2002","Week","a2",52,5097,NA,NA,NA,NA,52,5097,TRUE,"Case 2: Sub-annual only",NA,5097
"TAIWAN_2003","Week","a2",53,92,NA,NA,NA,NA,53,92,TRUE,"Case 2: Sub-annual only",NA,92
"TAIWAN_2004","Week","a2",52,335,NA,NA,NA,NA,52,335,TRUE,"Case 2: Sub-annual only",NA,335
"TAIWAN_2005","Week","a2",52,193,NA,NA,NA,NA,52,193,TRUE,"Case 2: Sub-annual only",NA,193
"TAIWAN_2006","Week","a2",52,931,NA,NA,NA,NA,52,931,TRUE,"Case 2: Sub-annual only",NA,931
"TAIWAN_2007","Week","a2",52,1933,NA,NA,NA,NA,52,1933,TRUE,"Case 2: Sub-annual only",NA,1933
"TAIWAN_2008","Week","a2",53,478,NA,NA,NA,NA,53,478,TRUE,"Case 2: Sub-annual only",NA,478
"TAIWAN_2009","Week","a2",52,840,NA,NA,NA,NA,52,840,TRUE,"Case 2: Sub-annual only",NA,840
"TAIWAN_2010","Week","a2",52,1534,NA,NA,NA,NA,52,1534,TRUE,"Case 2: Sub-annual only",NA,1534
"TAIWAN_2011","Week","a2",52,1543,NA,NA,NA,NA,52,1543,TRUE,"Case 2: Sub-annual only",NA,1543
"TAIWAN_2012","Week","a2",52,1270,NA,NA,NA,NA,52,1270,TRUE,"Case 2: Sub-annual only",NA,1270
"TAIWAN_2013","Week","a2",52,596,NA,NA,NA,NA,52,596,TRUE,"Special country - sub-annual selected",100,596
"TAIWAN_2014","Week","a2",53,15509,NA,NA,NA,NA,53,15509,TRUE,"Special country - sub-annual selected",100,15509
"TAIWAN_2015","Week","a2",52,43467,NA,NA,NA,NA,52,43467,TRUE,"Special country - sub-annual selected",100,43467
"TAIWAN_2016","Week","a2",52,317,NA,NA,NA,NA,52,317,TRUE,"Special country - sub-annual selected",83.2020997375328,381
"TAIWAN_2017","Week","a2",52,10,NA,NA,NA,NA,52,10,TRUE,"Special country - sub-annual selected",100,10
